subject_nr,count_trial,tot_dist,max_abs_dev,avg_abs_dev,AUC
1,2,1063.0022709027537,85.08215258818974,6.032170747392551,46526.99999999999
1,3,1032.679590002766,65.41896202883714,14.552720358723336,16242.498061573524
1,4,1153.4637180633724,99.1837292503676,18.172339724980702,54516.01033185936
1,5,1049.8050788407745,64.34041423598899,20.684093674869747,32053.500000000025
1,6,1961.6948496915627,623.5502198457594,92.45612790801549,228192.85179608833
1,7,1587.1767098842397,598.1993172165196,90.85542845602424,315863.5
1,8,2118.279379846275,880.764099830054,165.5164078984696,550035.8298331612
1,9,1266.8823383266192,210.78883433263587,28.362876566591062,153632.73398656712
1,10,1150.667091407417,76.83270497619924,17.545582095409987,51609.000000000044
1,11,1028.2022441425927,71.33384077197661,17.955510300925624,48131.49999999997
1,12,1106.0105576284682,97.7269446847738,4.659696000021042,70573.28558673292
1,14,1283.1525681896012,154.12214031870974,19.15213224884155,97678.86490040575
1,15,1026.1785445259736,84.53080573522794,8.01934749767732,44149.37953967273
1,16,1038.9742162439995,162.9086650233923,8.22970083862617,85775.57653171025
1,17,1447.8829740101694,276.24546599644236,33.708563940477234,207243.49999999988
1,18,1246.2585474258083,237.49066486724251,31.65555921345017,162504.84385643253
1,19,1058.2585596767844,66.78884134950374,12.276680725932854,33117.90722262551
2,1,1032.1093742098228,96.02861723342767,17.157382528825035,50450.337386524305
2,2,1032.5042769573972,31.907563739436398,3.2840092507321534,15579.597213976074
2,3,2388.8330653598377,984.8910299983145,180.51305981854304,463585.01150422683
2,4,986.8080246732065,37.89734529160131,7.24944820391173,22885.57239829615
2,5,1848.506009193164,664.9159301368002,92.3710911850653,281493.6520749462
2,6,1173.876251606573,38.07690374381443,2.49622725118271,21351.046747336815
2,7,1215.7646620424537,17.66323055511137,2.1540121100308203,9951.71715672994
2,8,1097.7993001972952,78.46114081889766,5.789780966915798,49383.64169969329
2,9,1055.399145019765,64.89004870414999,14.312118516392255,13519.319019624712
2,10,1089.181790678297,56.649080690521146,19.0328273174953,29886.999999999945
2,11,1077.4662143028002,26.93713569540995,2.1571029977523093,11485.35881187011
2,12,1161.236032485016,34.635150606922025,1.828685549372313,16933.46271564919
2,13,1204.9779444865717,193.29369110060398,24.607987465625126,146548.4999999997
2,14,1051.4147012375513,17.497558610961377,1.0672096623581917,7061.613475270941
2,15,1140.5154378064206,65.98686442629179,7.835736269618103,43829.99999999987
2,16,2327.8059082996715,1019.0490179154438,241.5763137192613,458158.00000000006
2,17,1145.3900739000405,144.97423731196278,22.279385462261434,81827.61761204225
2,18,2937.219041633189,109.67277810778495,54.033341762474066,106392.06442036123
2,19,1122.0484234612334,91.84789348507871,17.533985459805162,46602.286933241194
3,1,2174.9625427052138,617.8084027246687,148.79240335951218,484707.8977059602
3,2,1221.247649461276,44.64647885223867,6.685015575172662,27802.635440700757
3,3,2839.8501129529527,605.7766165677009,103.36490440616494,125169.02243936408
3,4,1064.9382574415301,72.38147272581,34.97636043385462,36334.402946637885
3,5,1102.4724934449514,45.53330495041513,6.5641425214967715,20281.804220496648
3,6,2078.1702519669634,798.6361206246135,230.46903721569754,494752.5
3,7,2571.6926662038754,972.266022133284,257.02584365482585,414769.93275287497
3,8,2601.008935839773,878.1168710310951,251.4291310122889,401384.85473035986
3,9,2161.22397548408,792.4956616279004,136.4571275591162,456937.23144838406
3,10,1157.1048891033047,141.3378964990389,18.53136434824387,91712.50000000015
3,11,3118.3538283627618,686.6216713812793,94.42383681658977,223373.1329398469
3,12,2069.6977699554827,849.0209751277987,188.27661568172013,499195.5
3,13,1079.5016408990123,58.06054400661438,9.157211490162009,30900.936232602933
3,14,5241.833446452683,972.4463273256046,231.58830353929378,388665.9067393573
3,16,1121.0567524845485,126.14300210724474,33.482917875608024,72342.32850989673
3,17,1171.8183377919781,47.03482936226328,10.24028651763437,31908.890469525097
3,18,1524.1274822675084,419.16996695543776,43.50460605286636,233116.79802439056
3,19,1127.972919888428,72.69895985606429,16.46572840255231,55383.49999999994
4,1,1150.2300236428384,131.56079197246922,47.458201773977244,96718.99999999984
4,2,2915.054389611733,865.8900305005525,248.40951814911304,178569.67024207173
4,3,1216.3733968874192,189.26708997449037,39.77402238206473,100422.70650217321
4,4,1167.802325261344,109.63537523304677,30.32433931231509,67762.00535085757
4,5,1181.9162389960777,245.81403739377583,36.22612554559001,136396.51715753178
4,6,1117.6425128152287,179.25008916245156,33.4131702892236,119374.49999999978
4,7,3802.66380881802,922.1509930967275,248.85610328305674,343477.984902723
4,8,1118.0203893663308,172.84702287549635,33.4460405575445,95512.9899861884
4,9,2568.3902498971124,1033.936803819847,350.81405726918143,367719.9711122757
4,10,1131.6272115442139,187.2976978195486,34.30869059202784,126666.38253978938
4,11,1060.8144979784138,120.08167690295227,20.28210689348334,73777.99999999983
4,12,2336.854833809401,1015.2519024258709,313.49891906297734,449936.00000000006
4,13,1607.499596206014,464.1425960775793,89.22369567010426,206681.4828207088
4,14,1137.5407627174475,87.40588661230771,23.550027704391212,43610.702743981186
4,15,1646.7266304200425,240.20015895545717,45.76410239271827,46308.620380494176
4,16,2626.873931291112,910.5150343587013,380.4419865491952,458887.4999999998
4,17,1829.0872884922162,674.0821569045559,204.22825448875622,406935.0638276873
4,18,1775.3441517962283,271.19256956631614,61.49841987821889,172263.0474877785
5,1,1823.6994880447699,728.0284527619756,197.64291653832976,307093.2811799113
5,2,1443.8925384136655,139.4809688126778,14.928898098648729,108609.22848690502
5,3,1115.8078162865756,190.78985320899255,29.420037518364357,78586.81405856891
5,4,1127.316483696903,173.9955818671968,22.171564160902744,88708.86705051974
5,5,1053.5834809045036,105.75293191846703,27.61594172324261,64278.32887826293
5,6,1258.834782462135,198.48034075257212,37.03324157124479,118767.02595581915
5,7,1732.7243166786,550.0985772632417,155.05779592796026,285361.85736335604
5,8,1137.4206515305812,189.78851959537246,40.33993238315318,106540.34434846602
5,9,4400.515207532451,882.6334595105601,295.24705685420406,161058.0261541491
5,10,990.5750923378774,31.01609231262904,5.022768165018769,15382.2051702396
5,11,1285.6372434015095,341.9362845714387,80.22897061642728,132728.69740465586
5,12,1064.576592085487,70.89213396361816,18.739990473972217,38942.5994594924
5,13,982.9857427547114,112.99529944712134,17.94113407202155,54211.581290588605
5,14,1057.3907959084572,61.663444395434865,10.917626975882747,32383.457767040916
5,15,1053.7485894512051,66.518436688022,14.238185894941106,35585.30073291826
5,16,2894.0164611222317,944.621642247121,302.4022818482216,228854.39709385106
5,17,1041.6046630954925,48.03107196580275,8.292296271577948,37220.50000000003
5,18,998.0021698340669,16.63185030412683,5.952327771583231,6492.102422439429
5,19,1127.7769294599236,114.39316094607945,27.6897154760102,46627.09939162089
